edge_id,src_atom_id,dst_atom_id,relation_type,rule_id,confidence,evidence_json,notes
EDGE:V1:000183,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ENGINEERING_PLATFORM,ATOM:domain_policy_prompt_compiler:PROFILE:engineering,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""engineering"", ""policy_id"": ""AP_ENGINEERING_PLATFORM""}",
EDGE:V1:000184,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ENGINEERING_REPRO,ATOM:domain_policy_prompt_compiler:PROFILE:engineering,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""engineering"", ""policy_id"": ""AP_ENGINEERING_REPRO""}",
EDGE:V1:000185,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ENGINEERING_EXPECTED,ATOM:domain_policy_prompt_compiler:PROFILE:engineering,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""engineering"", ""policy_id"": ""AP_ENGINEERING_EXPECTED""}",
EDGE:V1:000186,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ENGINEERING_ACCEPTANCE,ATOM:domain_policy_prompt_compiler:PROFILE:engineering,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""engineering"", ""policy_id"": ""AP_ENGINEERING_ACCEPTANCE""}",
EDGE:V1:000187,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ENGINEERING_CHANGE_POLICY,ATOM:domain_policy_prompt_compiler:PROFILE:engineering,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""engineering"", ""policy_id"": ""AP_ENGINEERING_CHANGE_POLICY""}",
EDGE:V1:000188,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ENGINEERING_PERF_TARGET,ATOM:domain_policy_prompt_compiler:PROFILE:engineering,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""engineering"", ""policy_id"": ""AP_ENGINEERING_PERF_TARGET""}",
EDGE:V1:000189,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ENGINEERING_SECURITY,ATOM:domain_policy_prompt_compiler:PROFILE:engineering,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""engineering"", ""policy_id"": ""AP_ENGINEERING_SECURITY""}",
EDGE:V1:000190,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_CREATIVE_STYLE,ATOM:domain_policy_prompt_compiler:PROFILE:creative,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""creative"", ""policy_id"": ""AP_CREATIVE_STYLE""}",
EDGE:V1:000191,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_CREATIVE_FORMAT,ATOM:domain_policy_prompt_compiler:PROFILE:creative,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""creative"", ""policy_id"": ""AP_CREATIVE_FORMAT""}",
EDGE:V1:000192,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_CREATIVE_LENGTH,ATOM:domain_policy_prompt_compiler:PROFILE:creative,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""creative"", ""policy_id"": ""AP_CREATIVE_LENGTH""}",
EDGE:V1:000193,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_CREATIVE_AUDIENCE,ATOM:domain_policy_prompt_compiler:PROFILE:creative,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""creative"", ""policy_id"": ""AP_CREATIVE_AUDIENCE""}",
EDGE:V1:000194,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_CREATIVE_VOICE,ATOM:domain_policy_prompt_compiler:PROFILE:creative,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""creative"", ""policy_id"": ""AP_CREATIVE_VOICE""}",
EDGE:V1:000195,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_CREATIVE_SAFETY,ATOM:domain_policy_prompt_compiler:PROFILE:creative,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""creative"", ""policy_id"": ""AP_CREATIVE_SAFETY""}",
EDGE:V1:000196,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PERSONA_TONE,ATOM:domain_policy_prompt_compiler:PROFILE:persona,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""persona"", ""policy_id"": ""AP_PERSONA_TONE""}",
EDGE:V1:000197,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PERSONA_ROLE,ATOM:domain_policy_prompt_compiler:PROFILE:persona,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""persona"", ""policy_id"": ""AP_PERSONA_ROLE""}",
EDGE:V1:000198,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PERSONA_OBJECTIVES,ATOM:domain_policy_prompt_compiler:PROFILE:persona,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""persona"", ""policy_id"": ""AP_PERSONA_OBJECTIVES""}",
EDGE:V1:000199,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PERSONA_FORBIDDEN,ATOM:domain_policy_prompt_compiler:PROFILE:persona,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""persona"", ""policy_id"": ""AP_PERSONA_FORBIDDEN""}",
EDGE:V1:000200,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PERSONA_BOUNDARIES,ATOM:domain_policy_prompt_compiler:PROFILE:persona,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""persona"", ""policy_id"": ""AP_PERSONA_BOUNDARIES""}",
EDGE:V1:000201,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PERSONA_MEMORY_USE,ATOM:domain_policy_prompt_compiler:PROFILE:persona,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""persona"", ""policy_id"": ""AP_PERSONA_MEMORY_USE""}",
EDGE:V1:000202,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_DECISION_OPTIONS,ATOM:domain_policy_prompt_compiler:PROFILE:decision_analysis,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""decision_analysis"", ""policy_id"": ""AP_DECISION_OPTIONS""}",
EDGE:V1:000203,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_DECISION_CRITERIA,ATOM:domain_policy_prompt_compiler:PROFILE:decision_analysis,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""decision_analysis"", ""policy_id"": ""AP_DECISION_CRITERIA""}",
EDGE:V1:000204,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_DECISION_WEIGHTS,ATOM:domain_policy_prompt_compiler:PROFILE:decision_analysis,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""decision_analysis"", ""policy_id"": ""AP_DECISION_WEIGHTS""}",
EDGE:V1:000205,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_DECISION_TIME_HORIZON,ATOM:domain_policy_prompt_compiler:PROFILE:decision_analysis,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""decision_analysis"", ""policy_id"": ""AP_DECISION_TIME_HORIZON""}",
EDGE:V1:000206,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_DECISION_RISK_TOLERANCE,ATOM:domain_policy_prompt_compiler:PROFILE:decision_analysis,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""decision_analysis"", ""policy_id"": ""AP_DECISION_RISK_TOLERANCE""}",
EDGE:V1:000207,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_CUSTOMER_SUPPORT_PRODUCT,ATOM:domain_policy_prompt_compiler:PROFILE:customer_support,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""customer_support"", ""policy_id"": ""AP_CUSTOMER_SUPPORT_PRODUCT""}",
EDGE:V1:000208,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_CUSTOMER_SUPPORT_POLICY,ATOM:domain_policy_prompt_compiler:PROFILE:customer_support,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""customer_support"", ""policy_id"": ""AP_CUSTOMER_SUPPORT_POLICY""}",
EDGE:V1:000209,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_CUSTOMER_SUPPORT_TONE,ATOM:domain_policy_prompt_compiler:PROFILE:customer_support,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""customer_support"", ""policy_id"": ""AP_CUSTOMER_SUPPORT_TONE""}",
EDGE:V1:000210,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_MARKETING_BRAND,ATOM:domain_policy_prompt_compiler:PROFILE:marketing_copy,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""marketing_copy"", ""policy_id"": ""AP_MARKETING_BRAND""}",
EDGE:V1:000211,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_MARKETING_TARGET,ATOM:domain_policy_prompt_compiler:PROFILE:marketing_copy,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""marketing_copy"", ""policy_id"": ""AP_MARKETING_TARGET""}",
EDGE:V1:000212,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_MARKETING_CTA,ATOM:domain_policy_prompt_compiler:PROFILE:marketing_copy,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""marketing_copy"", ""policy_id"": ""AP_MARKETING_CTA""}",
EDGE:V1:000213,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_OUTPUT_TESTS,ATOM:domain_policy_prompt_compiler:PROFILE:engineering,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""engineering"", ""policy_id"": ""AP_OUTPUT_TESTS""}",
EDGE:V1:000214,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_OUTPUT_DIFF,ATOM:domain_policy_prompt_compiler:PROFILE:engineering,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""engineering"", ""policy_id"": ""AP_OUTPUT_DIFF""}",
EDGE:V1:000215,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ERROR_PRIORITY,ATOM:domain_policy_prompt_compiler:PROFILE:engineering,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""engineering"", ""policy_id"": ""AP_ERROR_PRIORITY""}",
EDGE:V1:000216,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_DEP_GRAPH,ATOM:domain_policy_prompt_compiler:PROFILE:engineering,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""engineering"", ""policy_id"": ""AP_DEP_GRAPH""}",
EDGE:V1:000217,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_API_COMPAT,ATOM:domain_policy_prompt_compiler:PROFILE:engineering,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""engineering"", ""policy_id"": ""AP_API_COMPAT""}",
EDGE:V1:000218,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_LOG_SCRUB,ATOM:domain_policy_prompt_compiler:PROFILE:engineering,applies_to_domain,R6_EXPAND_POLICY_DOMAIN_MATCH,0.92,"{""domain_type"": ""engineering"", ""policy_id"": ""AP_LOG_SCRUB""}",
EDGE:V1:000219,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_GOAL,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""ask"", ""policy_id"": ""AP_PROJECT_GOAL""}",
EDGE:V1:000220,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_AUDIENCE,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_PROJECT_AUDIENCE""}",
EDGE:V1:000221,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_SCOPE,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_PROJECT_SCOPE""}",
EDGE:V1:000222,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_USERS,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_PROJECT_USERS""}",
EDGE:V1:000223,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_SUCCESS_METRICS,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""ask"", ""policy_id"": ""AP_PROJECT_SUCCESS_METRICS""}",
EDGE:V1:000224,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_NON_GOALS,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_PROJECT_NON_GOALS""}",
EDGE:V1:000225,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_CONSTRAINTS,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_PROJECT_CONSTRAINTS""}",
EDGE:V1:000226,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_TIMELINE,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_PROJECT_TIMELINE""}",
EDGE:V1:000227,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_DEPENDENCIES,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""ask"", ""policy_id"": ""AP_PROJECT_DEPENDENCIES""}",
EDGE:V1:000228,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PROJECT_RISKS,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_PROJECT_RISKS""}",
EDGE:V1:000229,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ENGINEERING_CONTEXT,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""ask"", ""policy_id"": ""AP_ENGINEERING_CONTEXT""}",
EDGE:V1:000230,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ENGINEERING_LANGUAGE,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_ENGINEERING_LANGUAGE""}",
EDGE:V1:000231,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ENGINEERING_RUNTIME,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""ask"", ""policy_id"": ""AP_ENGINEERING_RUNTIME""}",
EDGE:V1:000232,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ENGINEERING_PLATFORM,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_ENGINEERING_PLATFORM""}",
EDGE:V1:000233,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ENGINEERING_REPRO,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""ask"", ""policy_id"": ""AP_ENGINEERING_REPRO""}",
EDGE:V1:000234,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ENGINEERING_EXPECTED,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""ask"", ""policy_id"": ""AP_ENGINEERING_EXPECTED""}",
EDGE:V1:000235,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ENGINEERING_ACCEPTANCE,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_ENGINEERING_ACCEPTANCE""}",
EDGE:V1:000236,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ENGINEERING_CHANGE_POLICY,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_ENGINEERING_CHANGE_POLICY""}",
EDGE:V1:000237,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ENGINEERING_PERF_TARGET,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""ask"", ""policy_id"": ""AP_ENGINEERING_PERF_TARGET""}",
EDGE:V1:000238,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_ENGINEERING_SECURITY,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_ENGINEERING_SECURITY""}",
EDGE:V1:000239,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_CREATIVE_STYLE,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_CREATIVE_STYLE""}",
EDGE:V1:000240,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_CREATIVE_FORMAT,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_CREATIVE_FORMAT""}",
EDGE:V1:000241,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_CREATIVE_LENGTH,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_CREATIVE_LENGTH""}",
EDGE:V1:000242,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_CREATIVE_AUDIENCE,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_CREATIVE_AUDIENCE""}",
EDGE:V1:000243,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_CREATIVE_VOICE,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_CREATIVE_VOICE""}",
EDGE:V1:000244,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_CREATIVE_SAFETY,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_CREATIVE_SAFETY""}",
EDGE:V1:000245,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PERSONA_TONE,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_PERSONA_TONE""}",
EDGE:V1:000246,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PERSONA_ROLE,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""ask"", ""policy_id"": ""AP_PERSONA_ROLE""}",
EDGE:V1:000247,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PERSONA_OBJECTIVES,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""ask"", ""policy_id"": ""AP_PERSONA_OBJECTIVES""}",
EDGE:V1:000248,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PERSONA_FORBIDDEN,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_PERSONA_FORBIDDEN""}",
EDGE:V1:000249,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PERSONA_BOUNDARIES,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_PERSONA_BOUNDARIES""}",
EDGE:V1:000250,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_PERSONA_MEMORY_USE,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_PERSONA_MEMORY_USE""}",
EDGE:V1:000251,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_DECISION_OPTIONS,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""ask"", ""policy_id"": ""AP_DECISION_OPTIONS""}",
EDGE:V1:000252,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_DECISION_CRITERIA,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""ask"", ""policy_id"": ""AP_DECISION_CRITERIA""}",
EDGE:V1:000253,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_DECISION_WEIGHTS,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_DECISION_WEIGHTS""}",
EDGE:V1:000254,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_DECISION_TIME_HORIZON,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_DECISION_TIME_HORIZON""}",
EDGE:V1:000255,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_DECISION_RISK_TOLERANCE,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_DECISION_RISK_TOLERANCE""}",
EDGE:V1:000256,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_CUSTOMER_SUPPORT_PRODUCT,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""ask"", ""policy_id"": ""AP_CUSTOMER_SUPPORT_PRODUCT""}",
EDGE:V1:000257,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_CUSTOMER_SUPPORT_POLICY,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""required"", ""policy_id"": ""AP_CUSTOMER_SUPPORT_POLICY""}",
EDGE:V1:000258,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_CUSTOMER_SUPPORT_TONE,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_CUSTOMER_SUPPORT_TONE""}",
EDGE:V1:000259,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_MARKETING_BRAND,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""ask"", ""policy_id"": ""AP_MARKETING_BRAND""}",
EDGE:V1:000260,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_MARKETING_TARGET,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""ask"", ""policy_id"": ""AP_MARKETING_TARGET""}",
EDGE:V1:000261,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_MARKETING_CTA,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""minimal_safe_default"", ""policy_id"": ""AP_MARKETING_CTA""}",
EDGE:V1:000262,ATOM:expand_policy_prompt_compiler_gardenier:PROFILE:AP_COMPLIANCE_DEFS,ATOM:command_mode_prompt_compiler:PROFILE:/assume,handled_by_command,R7_EXPAND_POLICY_HANDLED_BY_ASSUME,0.75,"{""default_action"": ""required"", ""policy_id"": ""AP_COMPLIANCE_DEFS""}",
